true weight,predicted weight
0.15567594904010812,0.2244858196925012
0.0396073837315944,0.2224016121064249
0.1718241222802417,0.2058429166708887
0.25270457890966747,0.1977877971612007
0.14950408203356597,0.19728934947846896
0.20309572766663705,0.21587844326358416
0.24130524771821588,0.19820878320109955
0.15658388194562248,0.2084648492849408
0.21306260750024653,0.19829087990759936
0.2244282079633628,0.2062944423039576
0.18623816760433387,0.21117841139927057
0.1859995339209551,0.18908177696124542
0.18177643744124028,0.20899226026102902
0.1856218028351419,0.21061629132494808
0.1739142124502287,0.20594373407317326
0.2330895075932548,0.22095488982475248
0.24094948263385663,0.1972905017428781
0.2499046093208075,0.19711086767307698
0.17721554026692918,0.19981935562647052
0.2089203712366442,0.18905470525964654
0.18917818209259252,0.20475725714116644
0.19206423542377896,0.2085926665315926
0.3062336095552941,0.20177184760446587
0.24910983619009702,0.20574453743735854
0.29021881824833257,0.21150596472243458
0.2418232114493801,0.1950258780056094
0.19654845441067959,0.20377032423737043
0.2457689883366559,0.2143489545785599
0.2900320237530556,0.19586842315662237
0.20271647248974278,0.21945271238305541
0.20871420334828944,0.2171357749894646
0.15588185852252762,0.193739165868485
0.13565349988630138,0.20017302200855855
0.17671940944946496,0.21537009603478988
0.23531963267229436,0.20422411495458365
0.28375733852150054,0.18647116362258587
0.18687389237834628,0.20395635739015378
0.18733043660337778,0.21532799511971618
0.19872006808317705,0.2151198079194264
0.22916387604710656,0.22295587026715097
0.23365886204290182,0.2001364231215979
0.2180060513630659,0.21609109718132685
0.18152459287321038,0.1922337362657583
0.1880610676111995,0.19125571128379415
0.19090988878077,0.2114542434773869
